Copyright Notice
Copyright C2002 Mount Sinai Hospital, Toronto, Canada. All Rights Reserved.

Disclaimer
Permission to use, copy, and modify this document for educational, research, and not-for-profit purposes, without fee and without a signed licensing agreement, is hereby granted, provided that the above copyright notice, this paragraph and the following paragraphs appear in all copies, modifications, and distributions.

Contact Terry Donaghue, Technology Transfer & Industrial Liaison, Mount Sinai Hospital, & The Samuel Lunenfeld Research Institute, 600 University Avenue, Toronto, ON Canada M5G 1X5, Tel. (416) 586-8225, Fax (416) 586-3110, E-mail: donaghue@mshri.on.ca, for commercial licensing opportunities. 

IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite:

Breitkreutz, BJ., Stark, C., Tyers M. "The GRID: the General Repository for Interaction Datasets." Genome Biology 2003 4(3):R23

------------------------------------------------------------------------------------------------------------------------------

Brief description of the columns:

A.) INTERACTOR_A			(Unique ID for geneA)
B.) INTERACTOR_B			(Unique ID for geneB)
C.) ALIASES_FOR_A			(List of common names for geneA, separated by ';')
D.) ALIASES_FOR_B			(List of common names for geneB, separated by ';')
E.) EXPERIMENTAL_SYSTEM			(System in which the interaction was shown)
F.) SOURCE			(Author/s of the interaction)
G.) DIRECTION			(Direction is shown by default as going from GeneA to GeneB, if however the same source also demonstrates this interaction in the opposite direction then the "AB" will be replaced with a "BOTH")
H.) PUBMED_ID			(PubMed_ID of the paper)

------------------------------------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	DIRECTION	PUBMED_ID
YGR078C	YPL008W	;PAC10;GIM2;PFD3;RKS2;	;CHL1;CTF1;LPA9;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPL017C	;PAC10;GIM2;PFD3;RKS2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPL018W	;PAC10;GIM2;PFD3;RKS2;	;CTF19;MCM18;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPL115C	;PAC10;GIM2;PFD3;RKS2;	;BEM3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPL161C	;PAC10;GIM2;PFD3;RKS2;	;BEM4;ROM7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPL165C	;PAC10;GIM2;PFD3;RKS2;	;SET6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPL253C	;PAC10;GIM2;PFD3;RKS2;	;VIK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPR023C	;PAC10;GIM2;PFD3;RKS2;	;EAF3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPR046W	;PAC10;GIM2;PFD3;RKS2;	;MCM16;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPR050C	;PAC10;GIM2;PFD3;RKS2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPR051W	;PAC10;GIM2;PFD3;RKS2;	;MAK3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YGR078C	YPR070W	;PAC10;GIM2;PFD3;RKS2;	;MED1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YAL011W	;GIM3;PFD4;	;SWC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBL007C	;GIM3;PFD4;	;SLA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBL024W	;GIM3;PFD4;	;NCL1;TRM4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBR103W	;GIM3;PFD4;	;SIF2;EMB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBR107C	;GIM3;PFD4;	;IML3;MCM19;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBR108W	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBR171W	;GIM3;PFD4;	;SEC66;HSS1;SEC71;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBR200W	;GIM3;PFD4;	;BEM1;SRO1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBR231C	;GIM3;PFD4;	;AOR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YBR290W	;GIM3;PFD4;	;BSD2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YCR044C	;GIM3;PFD4;	;PER1;COS16;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YCR086W	;GIM3;PFD4;	;CSM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDL155W	;GIM3;PFD4;	;CLB3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDL170W	;GIM3;PFD4;	;UGA3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR149C	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR183W	;GIM3;PFD4;	;PLP1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR254W	;GIM3;PFD4;	;CHL4;CTF17;MCM17;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR276C	;GIM3;PFD4;	;PMP3;SNA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR289C	;GIM3;PFD4;	;RTT103;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR293C	;GIM3;PFD4;	;SSD1;CLA1;MCS1;RLT1;SRK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR310C	;GIM3;PFD4;	;SUM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR318W	;GIM3;PFD4;	;MCM21;CTF5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR334W	;GIM3;PFD4;	;SWR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR360W	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YDR485C	;GIM3;PFD4;	;VPS72;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YER016W	;GIM3;PFD4;	;BIM1;EB1;YEB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YER155C	;GIM3;PFD4;	;BEM2;IPL2;SUP9;TSL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YER177W	;GIM3;PFD4;	;BMH1;APR6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YFR019W	;GIM3;PFD4;	;FAB1;SVL7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YGL086W	;GIM3;PFD4;	;MAD1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YGL253W	;GIM3;PFD4;	;HXK2;HEX1;HKB;SCI2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YGR054W	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YGR188C	;GIM3;PFD4;	;BUB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YGR229C	;GIM3;PFD4;	;SMI1;KNR4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YGR270W	;GIM3;PFD4;	;YTA7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YHR012W	;GIM3;PFD4;	;VPS29;PEP11;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YHR030C	;GIM3;PFD4;	;SLT2;BYC2;MPK1;SLK2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YHR111W	;GIM3;PFD4;	;UBA4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YHR178W	;GIM3;PFD4;	;STB5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YIL095W	;GIM3;PFD4;	;PRK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJL013C	;GIM3;PFD4;	;MAD3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJL020C	;GIM3;PFD4;	;BBC1;MTI1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJL095W	;GIM3;PFD4;	;BCK1;LAS3;SAP3;SLK1;SSP31;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJL183W	;GIM3;PFD4;	;MNN11;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJL190C	;GIM3;PFD4;	;RPS22A;RPS24;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJR032W	;GIM3;PFD4;	;CPR7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJR075W	;GIM3;PFD4;	;HOC1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YNL153C	YJR117W	;GIM3;PFD4;	;STE24;AFC1;PIO2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YJR135C	;GIM3;PFD4;	;MCM22;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YKL025C	;GIM3;PFD4;	;PAN3;ECM35;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YKL048C	;GIM3;PFD4;	;ELM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YKL118W	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YLL006W	;GIM3;PFD4;	;MMM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YLL049W	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YLR089C	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YLR337C	;GIM3;PFD4;	;VRP1;END5;MDP2;YLR337W;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YLR381W	;GIM3;PFD4;	;CTF3;CHL3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YLR386W	;GIM3;PFD4;	;VAC14;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YLR447C	;GIM3;PFD4;	;VMA6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YML032C	;GIM3;PFD4;	;RAD52;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YML041C	;GIM3;PFD4;	;VPS71;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YMR055C	;GIM3;PFD4;	;BUB2;PAC7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YMR109W	;GIM3;PFD4;	;MYO5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YMR154C	;GIM3;PFD4;	;RIM13;CPL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YMR312W	;GIM3;PFD4;	;ELP6;TOT6;HAP3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YNL166C	;GIM3;PFD4;	;BNI5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YNL294C	;GIM3;PFD4;	;RIM21;PAL2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YNL298W	;GIM3;PFD4;	;CLA4;ERC10;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YOL012C	;GIM3;PFD4;	;HTZ1;HTA3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YOR023C	;GIM3;PFD4;	;AHC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YOR026W	;GIM3;PFD4;	;BUB3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YOR216C	;GIM3;PFD4;	;RUD3;GRP1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YOR264W	;GIM3;PFD4;	;DSE3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YOR266W	;GIM3;PFD4;	;PNT1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YOR349W	;GIM3;PFD4;	;CIN1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YNL153C	YOR358W	;GIM3;PFD4;	;HAP5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPL017C	;GIM3;PFD4;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPL018W	;GIM3;PFD4;	;CTF19;MCM18;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPL115C	;GIM3;PFD4;	;BEM3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPL165C	;GIM3;PFD4;	;SET6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPL253C	;GIM3;PFD4;	;VIK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPR023C	;GIM3;PFD4;	;EAF3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPR046W	;GIM3;PFD4;	;MCM16;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL153C	YPR070W	;GIM3;PFD4;	;MED1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YAL011W	;GIM4;PFD2;	;SWC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YBL007C	;GIM4;PFD2;	;SLA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YBL024W	;GIM4;PFD2;	;NCL1;TRM4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YBL051C	;GIM4;PFD2;	;PIN4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YBR103W	;GIM4;PFD2;	;SIF2;EMB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YBR107C	;GIM4;PFD2;	;IML3;MCM19;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YBR171W	;GIM4;PFD2;	;SEC66;HSS1;SEC71;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YBR231C	;GIM4;PFD2;	;AOR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YCL016C	;GIM4;PFD2;	;DCC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YCR044C	;GIM4;PFD2;	;PER1;COS16;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YCR082W	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YCR086W	;GIM4;PFD2;	;CSM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDL069C	;GIM4;PFD2;	;CBS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDL155W	;GIM4;PFD2;	;CLB3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR149C	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR155C	;GIM4;PFD2;	;CPR1;CPH1;CYP1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR254W	;GIM4;PFD2;	;CHL4;CTF17;MCM17;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR276C	;GIM4;PFD2;	;PMP3;SNA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR289C	;GIM4;PFD2;	;RTT103;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR318W	;GIM4;PFD2;	;MCM21;CTF5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR334W	;GIM4;PFD2;	;SWR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YDR485C	;GIM4;PFD2;	;VPS72;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YER007W	;GIM4;PFD2;	;PAC2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YER016W	;GIM4;PFD2;	;BIM1;EB1;YEB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YER019W	;GIM4;PFD2;	;ISC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YER149C	;GIM4;PFD2;	;PEA2;DFG9;PPF2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YER155C	;GIM4;PFD2;	;BEM2;IPL2;SUP9;TSL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YER177W	;GIM4;PFD2;	;BMH1;APR6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YFR019W	;GIM4;PFD2;	;FAB1;SVL7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YGL086W	;GIM4;PFD2;	;MAD1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YGL087C	;GIM4;PFD2;	;MMS2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YGL253W	;GIM4;PFD2;	;HXK2;HEX1;HKB;SCI2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YGR188C	;GIM4;PFD2;	;BUB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YGR270W	;GIM4;PFD2;	;YTA7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YHL002W	;GIM4;PFD2;	;HSE1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YHR012W	;GIM4;PFD2;	;VPS29;PEP11;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YHR111W	;GIM4;PFD2;	;UBA4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YIL034C	;GIM4;PFD2;	;CAP2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YIL084C	;GIM4;PFD2;	;SDS3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YIL095W	;GIM4;PFD2;	;PRK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJL013C	;GIM4;PFD2;	;MAD3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJL020C	;GIM4;PFD2;	;BBC1;MTI1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJL183W	;GIM4;PFD2;	;MNN11;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJL190C	;GIM4;PFD2;	;RPS22A;RPS24;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJR032W	;GIM4;PFD2;	;CPR7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJR075W	;GIM4;PFD2;	;HOC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJR117W	;GIM4;PFD2;	;STE24;AFC1;PIO2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJR129C	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YJR135C	;GIM4;PFD2;	;MCM22;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YKL025C	;GIM4;PFD2;	;PAN3;ECM35;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YKL048C	;GIM4;PFD2;	;ELM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YKL118W	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLL001W	;GIM4;PFD2;	;DNM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLL006W	;GIM4;PFD2;	;MMM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLL007C	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLL049W	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLR089C	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLR292C	;GIM4;PFD2;	;SEC72;SEC67;SIM2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLR337C	;GIM4;PFD2;	;VRP1;END5;MDP2;YLR337W;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLR381W	;GIM4;PFD2;	;CTF3;CHL3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLR386W	;GIM4;PFD2;	;VAC14;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YLR447C	;GIM4;PFD2;	;VMA6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YML032C	;GIM4;PFD2;	;RAD52;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YML041C	;GIM4;PFD2;	;VPS71;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YML095C	;GIM4;PFD2;	;RAD10;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YML128C	;GIM4;PFD2;	;MSC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YMR055C	;GIM4;PFD2;	;BUB2;PAC7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YMR109W	;GIM4;PFD2;	;MYO5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YMR154C	;GIM4;PFD2;	;RIM13;CPL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YMR312W	;GIM4;PFD2;	;ELP6;TOT6;HAP3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YNL140C	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YNL294C	;GIM4;PFD2;	;RIM21;PAL2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YNL298W	;GIM4;PFD2;	;CLA4;ERC10;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOL012C	;GIM4;PFD2;	;HTZ1;HTA3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOL116W	;GIM4;PFD2;	;MSN1;FUP1;HRB382;MSS10;PHD2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOR023C	;GIM4;PFD2;	;AHC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOR026W	;GIM4;PFD2;	;BUB3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOR127W	;GIM4;PFD2;	;RGA1;DBM1;THE1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOR216C	;GIM4;PFD2;	;RUD3;GRP1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOR264W	;GIM4;PFD2;	;DSE3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOR266W	;GIM4;PFD2;	;PNT1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YOR349W	;GIM4;PFD2;	;CIN1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YEL003W	YOR358W	;GIM4;PFD2;	;HAP5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPL008W	;GIM4;PFD2;	;CHL1;CTF1;LPA9;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPL017C	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPL018W	;GIM4;PFD2;	;CTF19;MCM18;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPL161C	;GIM4;PFD2;	;BEM4;ROM7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPL224C	;GIM4;PFD2;	;MMT2;MFT2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPL253C	;GIM4;PFD2;	;VIK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPR023C	;GIM4;PFD2;	;EAF3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPR046W	;GIM4;PFD2;	;MCM16;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPR050C	;GIM4;PFD2;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YEL003W	YPR070W	;GIM4;PFD2;	;MED1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YAL002W	;GIM5;PFD5;	;VPS8;FUN15;VPT8;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YAL011W	;GIM5;PFD5;	;SWC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YAL026C	;GIM5;PFD5;	;DRS2;FUN38;SWA3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBL007C	;GIM5;PFD5;	;SLA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
